ID,Name,Rarity,Category,Sell,Buy
1248,Nargacuga Shard,10,Materials,2940,29400
1249,Nargacuga Blackfur+,10,Materials,4440,44400
1250,Nargacuga Lash,10,Materials,6220,62200
1251,Nargacuga Tailspear,10,Materials,6340,63400
1252,Nargacuga Cutwing+,10,Materials,5940,59400
1253,Nargacuga Hardfang,10,Materials,6080,60800
1254,Nargacuga Mantle,11,Materials,15000,150000
1255,Tigrex Shard,10,Materials,2920,29200
1256,Tigrex Cortex,10,Materials,4420,44200
1257,Tigrex Lash,10,Materials,6160,61600
1258,Tigrex Hardclaw,10,Materials,6040,60400
1259,Tigrex Hardfang,10,Materials,5920,59200
1260,Tigrex Mantle,11,Materials,15000,150000
1261,Brute Tigrex Shard,10,Materials,3640,36400
1262,Brute Tigrex Cortex,10,Materials,5540,55400
1263,Brute Tigrex Hardclaw,10,Materials,7440,74400
1264,Brute Tigrex Hardfang,10,Materials,7720,77200
1265,Glavenus Shard,10,Materials,2930,29300
1266,Glavenus Cortex,10,Materials,4430,44300
1267,Glavenus Hardfang,10,Materials,5930,59300
1268,Glavenus Hellshell,10,Materials,6190,61900
1269,Glavenus Tailedge,10,Materials,6450,64500
1270,Molten Bursa,10,Materials,6060,60600
1271,Glavenus Mantle,11,Materials,15000,150000
1272,Acidic Glavenus Shard,10,Materials,3570,35700
1273,Acidic Glavenus Cortex,10,Materials,5470,54700
1274,Acidic Glavenus Hardfang,10,Materials,7370,73700
1275,Acidic Glavenus Spineshell,10,Materials,7510,75100
1276,Acidic Glavenus Tailedge,10,Materials,7650,76500
1277,Honed Acidcryst,10,Materials,7440,74400
1279,Brachydios Cortex,10,Materials,2950,29500
1280,Fine Brachydios Ebonshell,10,Materials,4450,44500
1281,Brachydios Crown,10,Materials,5950,59500
1282,Glowing Slime,10,Materials,4600,46000
1283,Brachydios Pounder+,10,Materials,6100,61000
1284,Brachydios Lash,10,Materials,6250,62500
1285,Brachydios Pallium,11,Materials,15000,150000
1286,Brach Warhead,11,Materials,10600,106000
1287,Flashpoint Slime,11,Materials,7900,79000
1288,Brach Obliterator,11,Materials,10900,109000
1289,Immortal Reactor,12,Materials,24000,240000
1290,Garuga Shard,10,Materials,3620,36200
1291,Garuga Cortex,10,Materials,5520,55200
1292,Garuga Auricle,10,Materials,5920,59200
1293,Fancy Beak,10,Materials,6040,60400
1294,Garuga Fellwing,10,Materials,7540,75400
1295,Garuga Lash,10,Materials,7660,76600
1296,Garuga Silverpelt,10,Materials,7420,74200
1297,Zinogre Cortex,9,Materials,5560,55600
1298,Zinogre Electrofur+,9,Materials,3660,36600
1299,Zinogre Hardhorn,9,Materials,7780,77800
1300,Zinogre Hardclaw,9,Materials,7460,74600
1301,Zinogre Lash,9,Materials,8100,81000
1302,Zinogre Deathly Shocker,9,Materials,7620,76200
1303,Fulgurbug,10,Materials,4600,46000
1304,Zinogre Skymerald,11,Materials,18000,180000
1305,Stygian Zinogre Cortex,9,Materials,6630,66300
1306,Stygian Zinogre Dragonlocks,9,Materials,4330,43300
1307,Stygian Zinogre Hardhorn,9,Materials,9190,91900
1308,Stygian Zinogre Hardclaw,9,Materials,8930,89300
1309,Stygian Zinogre Lash,9,Materials,9450,94500
1310,Stygian Zinogre Dragonhold,9,Materials,9060,90600
1311,Dracophage Bug,10,Materials,5520,55200
1312,Stygian Zinogre Skymerald,11,Materials,21000,210000
1313,Bazelgeuse Shard,11,Materials,4220,42200
1314,Flickering Silvershell,11,Materials,6520,65200
1315,Bazelgeuse Flail,11,Materials,8880,88800
1316,Distilled Blast Fluid,11,Materials,8920,89200
1317,Bazelgeuse Hardclaw,11,Materials,8840,88400
1318,Scorching Silverwing,11,Materials,8860,88600
1319,Bazelgeuse Mantle,11,Materials,21000,210000
1320,Deviljho Shard,11,Materials,4240,42400
1321,Deviljho Blackpiel,11,Materials,6540,65400
1323,Vile Fang,11,Materials,9000,90000
1324,Deviljho Ripper,11,Materials,8920,89200
1325,Deviljho Flail,11,Materials,9200,92000
1326,Black Blood,11,Materials,8840,88400
1327,Deviljho Crook,11,Materials,21000,210000
1328,Rajang Wildpelt,11,Materials,6690,66900
1329,Rajang Hardfang,11,Materials,8990,89900
1330,Rajang Hardclaw,11,Materials,9180,91800
1331,Rajang Tail,11,Materials,9750,97500
1332,Gold Rajang Pelt+,11,Materials,21000,210000
1333,Rajang Apoplexy,11,Materials,7800,78000
1334,Rajang Hardhorn,11,Materials,9370,93700
1335,Ghoulish Gold Gorer,11,Materials,10900,109000
1336,Rajang Heart,12,Materials,24000,240000
1337,Kirin Finehide,11,Materials,4300,43000
1338,Kirin Thundertail+,11,Materials,6600,66000
1339,Kirin Silvermane,11,Materials,8900,89000
1340,Kirin Azure Horn+,11,Materials,9100,91000
1341,Immortal Shard,11,Materials,4380,43800
1342,Nergigante Cortex,11,Materials,6680,66800
1343,Nergigante Flail,11,Materials,8980,89800
1344,Annihilating Greathorn,11,Materials,9340,93400
1345,Nergigante Hardclaw,11,Materials,9160,91600
1346,Eternal Regrowth Plate,11,Materials,6860,68600
1347,Crystal Shard,11,Materials,4340,43400
1348,Velkhana Cortex,11,Materials,6640,66400
1349,Velkhana Fellwing,11,Materials,8940,89400
1350,Velkhana Crownhorn,11,Materials,9640,96400
1351,Velkhana Lash,11,Materials,9220,92200
1352,Velkhana Hardclaw,11,Materials,9080,90800
1353,Velkhana Crystal,12,Materials,21000,210000
1354,Teostra Cortex,11,Materials,6580,65800
1355,Teostra Mane+,11,Materials,6580,65800
1356,Teostra Lash,11,Materials,9040,90400
1357,Teostra Hardhorn,11,Materials,9280,92800
1358,Hellfire Shard,11,Materials,4280,42800
1359,Fire Dragon Hardclaw,11,Materials,8960,89600
1360,Teostra Fellwing,11,Materials,8880,88000
1361,Lunastra Cortex,11,Materials,6610,66100
1362,Lunastra Mane+,11,Materials,6610,66100
1363,Lunastra Lash,11,Materials,9130,91300
1364,Lunastra Hardhorn,11,Materials,9460,94600
1365,Lunastra Shard,11,Materials,4310,43100
1366,Lunastra Fellwing,11,Materials,8910,89100
1367,Daora Cortex,11,Materials,6560,65600
1368,Daora Shard,11,Materials,4260,42600
1369,Daora Fellwing,11,Materials,8800,88000
1370,Daora Hardhorn,11,Materials,8920,89200
1371,Daora Lash,11,Materials,9100,91000
1372,Daora Hardclaw,11,Materials,8860,88600
1373,Deceased Shard,11,Materials,4320,43200
1374,Vaal Hazak Cortex,11,Materials,6620,66200
1375,Deathweaver Membrane,11,Materials,6740,67400
1376,Vaal Hazak Flail,11,Materials,9280,92800
1377,Shadowpierce Fang,11,Materials,9040,90400
1378,Vaal Hazak Hardclaw,11,Materials,9160,91600
1379,Vaal Hazak Fellwing,11,Materials,8920,89200
1380,Namielle Finehide,11,Materials,4360,43600
1382,Namielle Fellwing,11,Materials,8960,89600
1383,Namielle Whisker,11,Materials,9600,96000
1384,Namielle Lash,11,Materials,9280,92800
1385,Namielle Hardclaw,11,Materials,9120,91200
1387,Safi'jiiva Shard,11,Materials,4900,49000
1388,Safi'jiiva Cortex,11,Materials,7600,76000
1389,Pulsing Dragonshell,11,Materials,8100,81000
1390,Safi'jiiva Lash,11,Materials,11800,118000
1391,Safi'jiiva Hardhorn,11,Materials,11300,113000
1392,Safi'jiiva Hardclaw,11,Materials,10800,108000
1393,Safi'jiiva Fellwing,11,Materials,10300,103000
1394,Zionium Crystal,12,Materials,24000,240000
1395,Shara Ishvalda Tenderscale,11,Materials,7600,76000
1396,Shara Ishvalda Boulderplate,11,Materials,4900,49000
1398,Shara Ishvalda Tenderplate,11,Materials,10300,103000
1399,Shara Ishvalda Petalstone,11,Materials,4900,49000
1400,Shara Ishvalda Tenderclaw,11,Materials,10300,103000
1401,Shara Ishvalda Gem,12,Materials,24000,240000
1402,Alatreon Pallium,11,Materials,8800,88000
1403,Alatreon Mantle,11,Materials,7800,78000
1404,Alatreon Riptalon,11,Materials,8000,80000
1405,Alatreon Direwing,11,Materials,10700,107000
1406,Alatreon Diretail,11,Materials,11100,111000
1407,Skyswayer,11,Materials,11500,115000
1408,Azure Dragonsphire,12,Materials,24000,240000
1409,Ancient Feystone,9,Materials,25,90
1410,Carved Feystone,10,Materials,25,90
1411,Sealed Feystone,11,Materials,25,90
1412,Decayed Scale,4,Materials,250,2500
1413,Luminous Scale,4,Materials,1000,10000
1414,Old Dragon Treasure,9,Materials,1600,16000
1415,Indestructible Ebonshell,11,Materials,7800,78000
1417,??? Shard,11,Materials,7600,76000
1418,??? Boulderplate,11,Materials,4900,49000
1419,??? Cortex,11,Materials,10300,103000
1420,??? Rock,11,Materials,4900,49000
1421,??? Hardclaw,11,Materials,10300,103000
1422,Large ??? Gem,12,Materials,24000,240000
1423,Kulve Taroth Golden Scale+,11,Materials,9000,90000
1424,Kulve Taroth Golden Shell+,11,Materials,12000,120000
1425,Kulve Taroth Golden Nugget+,11,Materials,3000,30000
1426,Kulve Taroth Golden Spiralhorn+,11,Materials,18000,180000
1427,Kulve Taroth Golden Tailshell+,11,Materials,15000,150000
1428,Golden Dragonsphire,12,Materials,24000,240000
1431,Celestial Wyverian Print,9,Materials,0,1
1432,Conqueror's Seal,9,Materials,0,1
1433,Research Commission Ticket+,11,Materials,0,1
1434,Banbaro Coin,9,Materials,1200,12000
1435,Paolumu Coin,9,Materials,1200,12000
1436,Nargacuga Coin,9,Materials,1200,12000
1437,Glavenus Coin,9,Materials,1200,12000
1438,Odogaron Coin,9,Materials,1200,12000
1439,Zinogre Coin,9,Materials,1200,12000
1440,Black Belt Coin,9,Materials,1500,15000
1441,Hero King Coin,10,Materials,2000,20000
1442,Tigrex Coin,11,Materials,5000,50000
1443,Giant Scale,9,Materials,8000,80000
1444,Magnificent Scale,10,Materials,10000,100000
1445,Boaboa Ticket,9,Materials,500,5000
1446,Young Butterbur,2,Account Items,30,300
1447,Exquisite Butterbur,3,Account Items,50,500
1448,Millennium Butterbur,4,Account Items,250,2500
1449,Icebloom,2,Account Items,32,320
1450,Moonlight Icebloom,3,Account Items,54,540
1451,Snowpeak Icebloom,4,Account Items,260,2600
1452,Snow White,4,Account Items,190,1900
1453,Petalcryst,4,Account Items,210,2100
1454,EZ Dust of Life,2,Supply Items,0,1
1455,Pearlspring Macaque,3,Endemic Life,12,150
1456,Goldspring Macaque,4,Endemic Life,120,150
1458,Crowned Prawn,3,Endemic Life,8,150
1459,Moon Slug,3,Endemic Life,12,150
1460,Duffel Penguin,3,Endemic Life,8,150
1461,Arrowhead Gekko,4,Endemic Life,400,150
1462,Blue Diva,4,Endemic Life,470,150
1463,Sealord's Crestfish,4,Endemic Life,600,150
1464,Glass Parexus,3,Endemic Life,12,150
1465,Wintermoon Nettle,4,Endemic Life,800,150
1466,Moly,4,Endemic Life,600,150
1467,Mossy Moly,4,Endemic Life,800,150
1468,Rocky Moly,4,Endemic Life,800,150
1469,Fluffy Moly,4,Endemic Life,800,150
1470,Spiny Moly,4,Endemic Life,800,150
1471,Rowdy Moly,4,Endemic Life,800,150
1472,Frosty Moly,4,Endemic Life,800,150
1473,Great Glass Parexus,4,Endemic Life,200,150
1478,Dragonvein Shard,4,Materials,300,3000
1479,Dragonvein Coal,5,Materials,600,6000
1480,Dragonvein Coal Chunk,6,Materials,900,9000
1481,Cloth Curtain (Small),4,Furniture,900,9000
1482,Pelt Curtain (Small),4,Furniture,900,9000
1483,Elegant Curtain (Small),4,Furniture,900,9000
1484,Cute Curtain (Small),4,Furniture,900,9000
1485,Cloth Curtain (Large),4,Furniture,900,9000
1486,Pelt Curtain (Large),4,Furniture,900,9000
1487,Elegant Curtain (Large),4,Furniture,900,9000
1488,Cute Curtain (Large),4,Furniture,900,9000
1489,Familiar Sofa,4,Furniture,900,9000
1491,Luxury Sofa,4,Furniture,900,9000
1492,Elegant Sofa,4,Furniture,900,9000
1493,Cute Sofa,4,Furniture,900,9000
1494,Rustic Bed,4,Furniture,900,9000
1495,Familiar Bed,4,Furniture,900,9000
1496,Luxury Bed,4,Furniture,900,9000
1497,Cute Bed,4,Furniture,900,9000
1498,Familiar Table,4,Furniture,900,9000
1499,Luxury Table,4,Furniture,900,9000
1500,Elegant Table,4,Furniture,900,9000
1501,Cute Table,4,Furniture,900,9000
1502,Rustic Chairs,4,Furniture,900,9000
1503,Familiar Chairs,4,Furniture,900,9000
1504,Luxury Chairs,4,Furniture,900,9000
1505,Elegant Chairs,4,Furniture,900,9000
1506,Cute Chairs,4,Furniture,900,9000
1507,Carnivore Carnival,4,Furniture,900,9000
1508,Party Platter,4,Furniture,900,9000
1509,Tropical Lunch,4,Furniture,900,9000
1510,Sumptuous Stew,4,Furniture,900,9000
1511,Hunter's Brunch,4,Furniture,900,9000
1512,Familiar Chest,4,Furniture,900,9000
1513,Luxury Chest,4,Furniture,900,9000
1514,Cute Chest,4,Furniture,900,9000
1515,Hoarfrost Reach Plant 1,4,Furniture,900,9000
1516,Hoarfrost Reach Plant 2,4,Furniture,900,9000
1517,Hoarfrost Reach Plant 4,4,Furniture,900,9000
1518,Hoarfrost Reach Plant 3,4,Furniture,900,9000
1519,Ancient Forest Plant 1,4,Furniture,900,9000
1520,Wildspire Wastes Plant 3,4,Furniture,900,9000
1521,Ancient Forest Plant 4,4,Furniture,900,9000
1522,Ancient Forest Plant 5,4,Furniture,900,9000
1523,Ancient Forest Plant 3,4,Furniture,900,9000
1524,Wildspire Wastes Plant 2,4,Furniture,900,9000
1525,Wildspire Wastes Plant 4,4,Furniture,900,9000
1526,Wildspire Wastes Plant 1,4,Furniture,900,9000
1527,Ancient Forest Plant 2,4,Furniture,900,9000
1528,Rotten Vale Plant 1,4,Furniture,900,9000
1529,Rotten Vale Plant 2,4,Furniture,900,9000
1530,Simple Urn,4,Furniture,900,9000
1531,Grimalkyne Doll,4,Furniture,900,9000
1532,Gajalaka Doll,4,Furniture,900,9000
1533,Boaboa Doll,4,Furniture,900,9000
1534,Felyne Doll,4,Furniture,900,9000
1535,Grimalkyne Doll (Black),4,Furniture,900,9000
1536,Grimalkyne Doll (Navy),4,Furniture,900,9000
1537,Grimalkyne Doll (Blue),4,Furniture,900,9000
1538,Poogie Doll (Memorial Stripes),4,Furniture,900,9000
1539,Poogie Doll (Emperor's Duds),4,Furniture,900,9000
1543,Luxury Pitcher,4,Furniture,900,9000
1544,Luxury Vase,4,Furniture,900,9000
1545,Simple Urn Set,4,Furniture,900,9000
1546,Burlap Sacks,4,Furniture,900,9000
1547,Bottled Spirit,4,Furniture,900,9000
1548,Assorted Bottle Set,4,Furniture,900,9000
1549,Crafting Tools,4,Furniture,900,9000
1550,Dyed Silk Rolls,4,Furniture,900,9000
1551,Ornamental Horn,4,Furniture,900,9000
1552,Display Fossil,4,Furniture,900,9000
1553,Simple Pottery,4,Furniture,900,9000
1554,Pottery Set,4,Furniture,900,9000
1555,Ornamental Plate Set (Small),4,Furniture,900,9000
1556,Ornamental Plate (Large),4,Furniture,900,9000
1557,Basket of Ore,4,Furniture,900,9000
1558,Sake Barrel,4,Furniture,900,9000
1559,First Aid Kit,4,Furniture,900,9000
1560,Refined Vase (Small),4,Furniture,900,9000
1561,Potted Plant,4,Furniture,900,9000
1562,Research Tomes,4,Furniture,900,9000
1563,Scholarly Tomes,4,Furniture,900,9000
1564,Refined Vase (Large),4,Furniture,900,9000
1565,Potted Cactus,4,Furniture,900,9000
1566,Colorful Planting,4,Furniture,900,9000
1567,Basket of Mushrooms,4,Furniture,900,9000
1568,Fruit Bowl,4,Furniture,900,9000
1569,Vegetable Display,4,Furniture,900,9000
1570,Fierce Gajalaka Mask,4,Furniture,900,9000
1571,Grimacing Gajalaka Mask,4,Furniture,900,9000
1572,Surprised Gajalaka Mask,4,Furniture,900,9000
1573,Amber,4,Furniture,900,9000
1574,Blue Ore,4,Furniture,900,9000
1575,Red Ore,4,Furniture,900,9000
1576,Seashell,4,Furniture,900,9000
1577,Symbol of Assistance,4,Furniture,900,9000
1578,Symbol of Contribution,4,Furniture,900,9000
1579,Symbol of Dedication,4,Furniture,900,9000
1580,Symbol of Valor,4,Furniture,900,9000
1581,Goldenfry Mobile,4,Furniture,900,9000
1582,Whetfish Mobile,4,Furniture,900,9000
1583,Marlin Mobile,4,Furniture,900,9000
1584,Memorial Ornament,4,Furniture,900,9000
1585,Emperor Ornament,4,Furniture,900,9000
1586,Fun Spheres Ornament,4,Furniture,900,9000
1587,Barrel Ornament,4,Furniture,900,9000
1588,Catch-of-the-Day Ornament,4,Furniture,900,9000
1589,Fish Ornament,4,Furniture,900,9000
1590,Marlin Ornament,4,Furniture,900,9000
1591,Elegant Flag,4,Furniture,900,9000
1592,Nargacuga Painting,4,Furniture,900,9000
1593,Research Base Painting,4,Furniture,900,9000
1594,Handler Portrait,4,Furniture,900,9000
1595,Elegant Ornamental Plate,4,Furniture,900,9000
1596,Gajalaka Painting 1,4,Furniture,900,9000
1597,Boaboa Painting 1,4,Furniture,900,9000
1598,Grimalkyne Painting 1,4,Furniture,900,9000
1599,Poogie Painting,4,Furniture,900,9000
1600,Palico Portraits,4,Furniture,900,9000
1605,Familiar Desk,4,Furniture,900,9000
1606,Luxury Desk,4,Furniture,900,9000
1607,Cute Desk,4,Furniture,900,9000
1608,Familiar Shelves,4,Furniture,900,9000
1609,Intellectual Shelves,4,Furniture,900,9000
1610,Cluttered Shelves,4,Furniture,900,9000
1611,Luxury Shelves,4,Furniture,900,9000
1612,Elegant Shelves,4,Furniture,900,9000
1613,Cute Shelves,4,Furniture,900,9000
1614,Music Player,4,Furniture,900,9000
1615,Familiar Lights,4,Furniture,900,9000
1616,Sturdy Lights,4,Furniture,900,9000
1617,Luxury Lights,4,Furniture,900,9000
1618,Cute Lights,4,Furniture,900,9000
1619,Simple Lights,4,Furniture,900,9000
1623,Familiar Rack,4,Furniture,900,9000
1624,Luxury Rack,4,Furniture,900,9000
1625,Cute Rack,4,Furniture,900,9000
1626,Simple Wall Shelf (Large),4,Furniture,900,9000
1627,Luxury Wall Shelf (Large),4,Furniture,900,9000
1628,Cute Wall Shelf (Large),4,Furniture,900,9000
1629,Simple Wall Shelf (Small),4,Furniture,900,9000
1630,Luxury Wall Shelf (Small),4,Furniture,900,9000
1631,Cute Wall Shelf (Small),4,Furniture,900,9000
1632,Elegant Wall-Hanging (Red),4,Furniture,900,9000
1633,Elegant Wall-Hanging (Blue),4,Furniture,900,9000
1634,Zorah Magdaros Painting,4,Furniture,900,9000
1635,Cloth Wall-Hanging,4,Furniture,900,9000
1636,Fur Wall-Hanging,4,Furniture,900,9000
1637,Ship's Wheel Wall-Hanging,4,Furniture,900,9000
1638,Ornamental Plate Set,4,Furniture,900,9000
1639,Gajalaka Painting 2,4,Furniture,900,9000
1640,Boaboa Painting 2,4,Furniture,900,9000
1641,Grimalkyne Painting 2,4,Furniture,900,9000
1642,Ancient Forest Painting,4,Furniture,900,9000
1643,Wildspire Wastes Painting,4,Furniture,900,9000
1644,Coral Highlands Painting,4,Furniture,900,9000
1645,Rotten Vale Painting,4,Furniture,900,9000
1646,Elder's Recess Painting,4,Furniture,900,9000
1647,Hoarfrost Reach Painting,4,Furniture,900,9000
1648,Books and Documents,4,Furniture,900,9000
1649,Healthy Refreshments,4,Furniture,900,9000
1650,Stuffed Doll Crafting Set,4,Furniture,900,9000
1651,Maps,4,Furniture,900,9000
1652,Crafting Set,4,Furniture,900,9000
1653,Baking Set,4,Furniture,900,9000
1654,Tool Set,4,Furniture,900,9000
1655,Familiar Rugs (1F),4,Furniture,900,9000
1656,Luxury Rugs (1F),4,Furniture,900,9000
1657,Cute Rugs (1F),4,Furniture,900,9000
1658,Fur Rugs (1F),4,Furniture,900,9000
1659,Familiar Rugs (2F),4,Furniture,900,9000
1660,Luxury Rugs (2F),4,Furniture,900,9000
1661,Cute Rugs (2F),4,Furniture,900,9000
1662,Fur Rugs (2F),4,Furniture,900,9000
1663,Lantern,4,Furniture,900,9000
1664,Hanging Lantern,4,Furniture,900,9000
1665,Lamp,4,Furniture,900,9000
1666,Candle,4,Furniture,900,9000
1667,Candlestick,4,Furniture,900,9000
1668,Songbird Lamp,4,Furniture,900,9000
1669,Jellyfish Lamp,4,Furniture,900,9000
1670,Angler Fish Lamp,4,Furniture,900,9000
1674,Botanical Pattern,4,Furniture,900,9000
1675,Elegant Pattern,4,Furniture,900,9000
1676,Patchwork,4,Furniture,900,9000
1677,Patchwork (Brown),4,Furniture,900,9000
1678,Patchwork (Gray),4,Furniture,900,9000
1679,Check (Red),4,Furniture,900,9000
1680,Check (White),4,Furniture,900,9000
1681,Check (Blue),4,Furniture,900,9000
1682,Trap and Beast (Brown),4,Furniture,900,9000
1683,Trap and Beast (Navy),4,Furniture,900,9000
1684,Trap and Beast (Aqua),4,Furniture,900,9000
1685,Trap and Beast (Yellow),4,Furniture,900,9000
1686,Wild Nature (Vibrant),4,Furniture,900,9000
1687,Wild Nature (Red),4,Furniture,900,9000
1688,Wild Nature (Green),4,Furniture,900,9000
1689,Nature Check (Green),4,Furniture,900,9000
1690,Nature Check (Blue),4,Furniture,900,9000
1691,Traditional Pattern (Black),4,Furniture,900,9000
1692,Traditional Pattern (Vibrant),4,Furniture,900,9000
1693,Traditional Pattern (Brown),4,Furniture,900,9000
1694,Traditional Pattern (Pink),4,Furniture,900,9000
1695,Traditional Pattern (Aqua),4,Furniture,900,9000
1696,Traditional Pattern (Warm),4,Furniture,900,9000
1697,Traditional Pattern (Red),4,Furniture,900,9000
1698,Hunter Pattern (Brown),4,Furniture,900,9000
1699,Hunter Pattern (White),4,Furniture,900,9000
1700,Hunter Pattern (Gold),4,Furniture,900,9000
1701,Hunter Pattern (Red),4,Furniture,900,9000
1702,Polka Dot (White),4,Furniture,900,9000
1703,Polka Dot (Pink),4,Furniture,900,9000
1704,Polka Dot (Yellow),4,Furniture,900,9000
1705,Check (Vibrant),4,Furniture,900,9000
1706,Check (Green),4,Furniture,900,9000
1707,Palico Print (Pink),4,Furniture,900,9000
1708,Palico Print (Brown),4,Furniture,900,9000
1709,Felyne Print (Yellow),4,Furniture,900,9000
1710,Felyne Print (Blue),4,Furniture,900,9000
1711,Life Print: Small (White),4,Furniture,900,9000
1712,Life Print: Small (Blue),4,Furniture,900,9000
1713,Life Print: Small (Pink),4,Furniture,900,9000
1714,Life Print: Large (White),4,Furniture,900,9000
1715,Life Print: Large (Yellow),4,Furniture,900,9000
1716,Stripes,4,Furniture,900,9000
1721,Light Wood,4,Furniture,900,9000
1722,Dark Wood,4,Furniture,900,9000
1723,Light Iron,4,Furniture,900,9000
1724,Dark Iron,4,Furniture,900,9000
1725,Silver,4,Furniture,900,9000
1726,Gold,4,Furniture,900,9000
1727,Stone,4,Furniture,900,9000
1728,Home Sweet Home,4,Furniture,900,9000
1729,Traditional Room,4,Furniture,900,9000
1730,Elegant Refinement,4,Furniture,900,9000
1731,Sweet Tooth,4,Furniture,900,9000
1732,Pure Decadence,4,Furniture,900,9000
1733,The Minimalist,4,Furniture,900,9000
1734,Wooden Floor,4,Furniture,900,9000
1735,Chic Wooden Floor,4,Furniture,900,9000
1736,Simple Stone Floor,4,Furniture,900,9000
1737,Elegant Floor (Red),4,Furniture,900,9000
1738,Luxury Stone Floor,4,Furniture,900,9000
1739,Marble Tile Floor,4,Furniture,900,9000
1740,Cute Floor (Peach),4,Furniture,900,9000
1741,Ceramic Tile Floor (Brown),4,Furniture,900,9000
1742,Marble Floor (Black),4,Furniture,900,9000
1743,Chic Stone Floor,4,Furniture,900,9000
1744,Wooden Wall,4,Furniture,900,9000
1745,Chic Wooden Wall,4,Furniture,900,9000
1746,Simple Stone Wall,4,Furniture,900,9000
1747,Botanical Patterned Wall,4,Furniture,900,9000
1748,Luxury Wood-carved Wall,4,Furniture,900,9000
1749,Simple Stucco Wall,4,Furniture,900,9000
1750,Striped Wall (Blue),4,Furniture,900,9000
1751,Ceramic Tile Wall (Brown),4,Furniture,900,9000
1752,Elegant Wall,4,Furniture,900,9000
1753,Marble Wall,4,Furniture,900,9000
1754,Elegant Stucco Wall,4,Furniture,900,9000
1755,Wooden Floor (White),4,Furniture,900,9000
1756,Wooden Floor (Green),4,Furniture,900,9000
1757,Wooden Floor (Blue),4,Furniture,900,9000
1758,Wooden Floor (Red),4,Furniture,900,9000
1759,Wooden Floor (Yellow),4,Furniture,900,9000
1760,Light Wooden Floor,4,Furniture,900,9000
1761,Wooden Wall (White),4,Furniture,900,9000
1762,Wooden Wall (Green),4,Furniture,900,9000
1763,Wooden Wall (Blue),4,Furniture,900,9000
1764,Wooden Wall (Red),4,Furniture,900,9000
1765,Wooden Wall (Yellow),4,Furniture,900,9000
1766,Stucco Wall (Orange),4,Furniture,900,9000
1767,Stucco Wall (Green),4,Furniture,900,9000
1768,Stucco Wall (Red),4,Furniture,900,9000
1769,Stucco Wall (Blue),4,Furniture,900,9000
1770,Traditional Bench,4,Furniture,900,9000
1771,Traditional Bed,4,Furniture,900,9000
1772,Traditional Table,4,Furniture,900,9000
1773,Traditional Meal,4,Furniture,900,9000
1774,Traditional Chest,4,Furniture,900,9000
1775,Traditional Rugs (1F),4,Furniture,900,9000
1776,Traditional Rugs (2F),4,Furniture,900,9000
1777,Traditional Wall,4,Furniture,900,9000
1778,Traditional Floor,4,Furniture,900,9000
1779,Traditional Lights,4,Furniture,900,9000
1781,Dragonrazer Fuel Cell,4,Supply Items,0,0
1782,Tailraider Signal,4,Palico Gadgets,0,0
1784,Bugtrappers: Fried Dragonfly,5,Palico Gadgets,500,5000
1785,Protectors: Dried Goldenfish,5,Palico Gadgets,500,5000
1786,Troupers: Horned Urchin,5,Palico Gadgets,500,5000
1787,Plunderers: Steamed Cricket,5,Palico Gadgets,500,5000
1788,Grimalkyne: Pot-au-magma,5,Palico Gadgets,500,5000
1789,Boaboa: Boaboa Bread,5,Palico Gadgets,500,5000
1790,Thermae Ticket,9,Materials,0,1
1791,Scratched Shell,10,Materials,6660,66600
1792,Stonebill,3,Endemic Life,20,120
1793,Rime Beetle,3,Endemic Life,8,60
1794,Hot Spring Stone,4,Account Items,400,4000
1795,Decayed Crystal,9,Materials,800,8000
1796,Forest Crystal,9,Materials,1200,12000
1797,Prosperous Crystal,10,Materials,1600,16000
1798,Guiding Forest Crystal,11,Materials,2000,20000
1799,Cracked Crystal,9,Materials,800,8000
1800,Wasteland Crystal,9,Materials,1200,12000
1801,Serene Crystal,10,Materials,1600,16000
1802,Guiding Wasteland Crystal,11,Materials,2000,20000
1803,Pale Crystal,9,Materials,800,8000
1804,Reef Crystal,9,Materials,1200,12000
1805,Deepsea Crystal,10,Materials,1600,16000
1806,Guiding Reef Crystal,11,Materials,2000,20000
1807,Distorted Crystal,9,Materials,800,8000
1808,Effluvial Crystal,9,Materials,1200,12000
1809,Twilight Crystal,10,Materials,1600,16000
1810,Guiding Effluvial Crystal,11,Materials,2000,20000
1811,Melted Crystal,9,Materials,800,8000
1812,Magma Crystal,9,Materials,1200,12000
1813,Hellfire Crystal,10,Materials,1600,16000
1814,Guiding Magma Crystal,11,Materials,2000,20000
1815,Frozen Crystal,9,Materials,800,8000
1816,Rime Crystal,9,Materials,1200,12000
1817,Daybreak Crystal,10,Materials,1600,16000
1818,Guiding Rime Crystal,11,Materials,2000,20000
1819,Mossy Greatbone,9,Materials,800,8000
1820,Woodland Greatbone,9,Materials,1200,12000
1821,Slumbering Greatbone,10,Materials,1600,16000
1822,Guiding Forest Dragonbone,11,Materials,2000,20000
1823,Weathered Cragbone,9,Materials,800,8000
1824,Wasteland Cragbone,9,Materials,1200,12000
1825,Tempered Cragbone,10,Materials,1600,16000
1826,Guiding Wasteland Dragonbone,11,Materials,2000,20000
1827,Vivid Crimsonbone,9,Materials,800,8000
1828,Coral Crimsonbone,9,Materials,1200,12000
1829,Vibrant Crimsonbone,10,Materials,1600,16000
