ID,Name,Rarity
1924,"10,000 Zenny",0
1925,"1,000 Caravan Points",0
1926,Jumping Jewel 2,8
1927,Live Bombfish,4
1928,Blue Marlin,5
1929,Horse Mackerel,4
1930,Pop-eyed Goldfish,4
1931,Giant Stag,5
1932,Darner Dragonfly,4
1933,Common Butterfly,4
1934,Flea,1
1935,EZ Marcoal,5
1936,(None),0
